World bank region,Country,Year,Birth Rate,Death Rate,Fertility Rate,Life Expectancy at Birth Female,Life Expectancy at Birth Male,Life Expectancy at Birth Total,Population Density,Urban Population Percent,Urban Population Percent Growth,Telephone Lines per 100 People,ImageURL
Latin America & Caribbean,Guyana,1989,22.644,9.316,2.48,65.655,58.147,61.80943902,3.723937008,29.763,-1.07949481,2.18264064,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
Latin America & Caribbean,Guyana,1990,22.761,9.398,2.471,65.817,58.3,61.96682927,3.70018796,29.673,-0.942645124,2.19664956,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
Latin America & Caribbean,Guyana,1991,22.888,9.469,2.467,65.978,58.45,62.12219512,3.683225806,29.583,-0.763550393,2.206765668,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
Latin America & Caribbean,Guyana,1992,22.98,9.522,2.465,66.138,58.596,62.27502439,3.674163068,29.493,-0.55072603,2.212208904,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
Latin America & Caribbean,Guyana,1993,23.026,9.555,2.467,66.296,58.738,62.42482927,3.672887986,29.404,-0.337165502,3.924299593,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
Sub-Saharan Africa,Kenya,1980,49.646,11.855,7.538,59.263,55.376,57.27209756,27.51779878,15.401,8.125234714,0.445040954,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1981,49.356,11.482,7.455,59.787,55.947,57.82017073,28.58331166,15.583,4.973803869,0.454268669,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1982,49.024,11.136,7.366,60.274,56.469,58.32509756,29.69597463,15.681,4.445759389,0.474523446,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1983,48.64,10.827,7.27,60.702,56.92,58.76487805,30.85329444,15.78,4.452541924,0.501712885,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1984,48.19,10.565,7.165,61.053,57.282,59.1215122,32.05085568,15.879,4.433474957,0.524630095,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1985,47.667,10.352,7.049,61.314,57.542,59.382,33.28260885,15.979,4.398879689,0.560117205,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1986,47.039,10.187,6.918,61.482,57.701,59.54539024,34.54337773,16.079,4.341958205,0.602039123,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1987,46.274,10.061,6.769,61.56,57.764,59.61570732,35.83004533,16.18,4.2832844,0.634812767,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1988,45.375,9.966,6.602,61.56,57.749,59.60802439,37.14090031,16.281,4.215479651,0.65049948,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1989,44.364,9.897,6.422,61.483,57.665,59.52743902,38.47364445,16.383,4.150004274,0.693998097,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1990,43.278,9.857,6.231,61.324,57.512,59.3715122,39.82626419,16.485,4.076000842,0.718648309,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1991,42.177,9.861,6.037,61.054,57.269,59.11534146,41.19625927,16.748,4.964887579,0.746595251,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1992,41.129,9.93,5.847,60.634,56.906,58.72453659,42.58540254,17.043,5.062457657,0.825182728,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1993,40.194,10.073,5.668,60.056,56.415,58.19109756,43.99083002,17.342,4.98614542,0.828543711,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1994,39.417,10.288,5.506,59.335,55.81,57.5295122,45.40030924,17.645,4.885897073,0.8311386,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1995,38.826,10.564,5.366,58.502,55.122,56.77078049,46.79807956,17.952,4.757229141,0.857987331,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1996,38.438,10.884,5.251,57.597,54.392,55.95541463,48.17457392,18.263,4.616474487,0.935273469,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1997,38.25,11.227,5.165,56.663,53.666,55.12795122,49.52423657,18.579,4.478572796,0.94649074,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1998,38.211,11.565,5.102,55.764,52.998,54.34726829,50.85505675,18.898,4.354141083,0.939121459,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,1999,38.27,11.865,5.059,54.966,52.44,53.67219512,52.18794321,19.222,4.287141621,0.970468698,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2000,38.389,12.103,5.03,54.325,52.034,53.15156098,53.55202059,19.55,4.272186387,0.951487367,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2001,38.532,12.25,5.012,53.906,51.825,52.84012195,54.9689883,19.892,4.345793096,0.932413405,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2002,38.668,12.284,5.001,53.758,51.843,52.77714634,56.44718523,20.239,4.383004033,0.963006972,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2003,38.773,12.208,4.99,53.878,52.071,52.95246341,57.98313947,20.591,4.408953706,0.97417241,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2004,38.825,12.03,4.976,54.25,52.484,53.34546341,59.57235654,20.948,4.422849619,0.968464514,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2005,38.8,11.758,4.955,54.854,53.059,53.93460976,61.20568929,21.31,4.41817876,0.859073876,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2006,38.676,11.403,4.923,55.67,53.771,54.69734146,62.8768282,21.675,4.392052317,0.801238639,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2007,38.442,10.982,4.879,56.664,54.589,55.60119512,64.58428155,22.045,4.371964791,0.798106552,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2008,38.11,10.521,4.824,57.775,55.466,56.59234146,66.33219243,22.42,4.357197965,1.22844423,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2009,37.699,10.05,4.761,58.934,56.355,57.61304878,68.1260797,22.8,4.349181359,1.667014114,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2010,37.218,9.59,4.691,60.083,57.217,58.61504878,69.97352848,23.183,4.341562845,1.667554139,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2011,36.681,9.164,4.616,61.161,58.01,59.54707317,71.87896475,23.571,4.346454162,0.930714988,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2012,36.104,8.789,4.538,62.118,58.707,60.37090244,73.8445567,23.967,4.363942901,0.6746615,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Sub-Saharan Africa,Kenya,2013,35.505,8.464,4.459,62.945,59.31,61.08317073,75.86558843,24.37,4.367585348,0.582625824,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
Europe & Central Asia,Bulgaria,1980,15.3,10.7,2.16,74.11,68.64,71.30829268,79.77890265,61.216,1.59954306,9.106199897,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1981,14.5,11.1,2.05,73.99,68.46,71.15756098,80.10065082,62.1,1.836232009,10.24225528,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1982,14.1,11.1,2,74.43,68.85,71.57195122,80.36804664,62.603,1.13999467,12.86996366,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1983,13.9,11.2,2.01,74.08,68.43,71.18609756,80.60613758,63.104,1.092907053,12.67619581,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1984,13.6,11.4,2.01,74.48,68.44,71.38634146,80.80753864,63.603,1.037203503,15.13255331,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1985,13.7,11.3,2.01,74.66,68.49,71.4997561,80.99682726,64.099,1.010783391,15.6345657,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1986,13.3,11.4,1.97,74.46,68.15,71.22804878,80.9956341,64.59,0.76159886,16.74034838,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1987,13.2,11.4,2.02,75.06,68.56,71.73073171,80.9741571,64.999,0.604721481,17.86364036,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1988,13,12,1.96,74.81,68.4,71.52682927,81.09336527,65.346,0.679531993,19.51089485,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1989,13.1,12,1.97,74.99,68.38,71.60439024,81.18454307,65.692,0.640477407,21.1466745,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1990,12.6,11.9,1.9,75.19,68.42,71.72243902,80.24018801,66.035,-0.649279615,22.45913316,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1991,12.1,12.4,1.82,75.15,68.3,71.64146341,78.80583024,66.377,-1.287166619,24.6615534,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1992,11.1,12.7,1.66,74.88,68.4,71.56097561,78.0291693,66.717,-0.479518197,25.21875192,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1993,10.4,12.6,1.55,75.09,68.07,71.49439024,77.19573353,67.056,-0.567024807,27.03714506,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1994,10,12.9,1.46,75.26,67.62,71.34682927,76.58241887,67.33,-0.389884232,28.18409207,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1995,9.4,13.2,1.37,75.25,67.36,71.20878049,76.32279671,67.557,-0.002997727,29.43712423,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1996,8.6,13.6,1.23,74.9,67.39,71.05341463,75.98361204,67.782,-0.112909661,30.66378835,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1997,8.7,14,1.23,74.58,67.39,70.89731707,75.59275061,68.007,-0.184328579,31.99503976,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1998,7.7,14.6,1.09,73.87,67,70.35121951,75.13394197,68.231,-0.279961453,32.69716082,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,1999,7.9,14.3,1.11,74.8,67.5,71.06097561,74.63424026,68.454,-0.341007759,33.91767543,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2000,8.8,13.6,1.23,75.1,67.9,71.41219512,74.2169755,68.677,-0.235410718,35.12786533,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2001,9,14.1,1.26,75.3,68.2,71.66341463,73.85132423,68.899,-0.171157651,36.02002872,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2002,8.5,14,1.21,75.2,68.5,71.76829268,72.49644762,69.166,-1.464870879,36.38323659,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2003,8.5,14.3,1.21,75.4,68.5,71.86585366,72.32047794,69.524,-1.394749788,36.4882203,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2004,8.6,14.3,1.23,75.6,68.7,72.06585366,71.92752597,69.879,-0.063104019,36.08958376,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2005,9,14.2,1.29,76.2,69.1,72.56341463,71.54432696,70.233,-0.03805354,35.20916254,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2006,9.2,14.6,1.32,76.3,69,72.56097561,71.2435567,70.584,-0.033162294,32.40838789,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2007,9.6,14.7,1.38,76.3,69.1,72.61219512,70.87379177,70.932,-0.037751049,31.47672289,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2008,10,15,1.49,76.3,69.2,72.66341463,69.47185342,71.278,-1.529713428,30.41533934,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2009,10.4,14.8,1.56,76.6,69.5,72.96341463,68.98592211,71.622,-0.220466621,29.18060885,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2010,10.9,14.5,1.66,77.1,69.9,73.41219512,68.57445652,71.963,-0.169290725,29.61772298,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2011,10.2,14.9,1.57,77.2,70,73.51219512,68.12453021,72.302,-0.188314948,29.28957563,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2012,9.6,14.7,1.51,77.8,70.7,74.16341463,67.68909359,72.638,-0.177597399,30.9940841,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Europe & Central Asia,Bulgaria,2013,9.5,15,1.5,77.9,70.9,74.31463415,67.2981577,72.971,-0.12181249,29.30687728,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg
Sub-Saharan Africa,Mauritius,1980,27.5,7.2,2.818,70.665,62.447,66.45578049,468.6793103,42.569,1.076862067,2.357369983,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1981,27.2,7.2,2.672,71.107,63.021,66.96539024,475.862069,42.351,1.007475471,2.445768067,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1982,25.5,6.8,2.532,71.444,63.563,67.40739024,482.3315271,42.134,0.836604978,2.544815437,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1983,22.6,6.6,2.412,71.698,64.02,67.76536585,488.0561576,41.917,0.66341405,2.956041622,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1984,21,6.5,2.325,71.897,64.362,68.03760976,493.0068966,41.701,0.492651473,3.16184754,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1985,20.1,6.6,2.16,72.058,64.585,68.23036585,497.1591133,42.012,1.581787887,3.508277395,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1986,19,6.8,2.02,72.206,64.718,68.37068293,500.4926108,42.325,1.410527343,3.897464271,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1987,18.6,6.6,1.99,72.369,64.814,68.49936585,504.7684729,42.639,1.589772044,4.087647736,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1988,19.3,6.5,2.05,72.561,64.936,68.6555122,508.7487685,42.953,1.519141915,4.596791807,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1989,20.1,6.6,2.14,72.789,65.124,68.86302439,512.7295567,43.269,1.512397362,4.809112469,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1990,20.8,6.8,2.23,73.05,65.385,69.12402439,516.7098522,43.584,1.498833048,5.030183973,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1991,21.3,6.6,2.32,73.4,65.6,69.40487805,521.5640394,43.9,1.65736946,5.261468085,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1992,20.7,6.6,2.3,73.9,66.2,69.95609756,527.2246305,43.777,0.798862533,5.992274494,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1993,21.1,6.5,2.37,73.9,66.4,70.05853659,534.2073892,43.653,1.032155171,7.334350993,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1994,20.3,6.8,2.21,74,66.4,70.10731707,540.5783251,43.53,0.90340208,9.73407582,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1995,19.6,6.7,2.25,74,66.5,70.15853659,548.2,43.407,1.117067219,11.61931469,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1996,18.3,6.7,2.14,74.28,66.56,70.32585366,552.9344828,43.284,0.576120624,13.12909994,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1997,18.3,6.8,2.12,74.4,66.44,70.32292683,558.6187192,43.161,0.738246826,16.09722017,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1998,17.4,7,2.04,74.4,66.6,70.40487805,565.6571429,43.038,0.966619363,19.29044835,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,1999,16.7,6.8,1.97,74.5,66.9,70.60731707,571.6359606,42.916,0.767587854,21.04221873,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2000,17.3,6.8,2.05,74.7,67.4,70.96097561,578.9492611,42.793,0.984284695,21.85794069,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2001,17,6.7,1.99,75.3,68.2,71.66341463,584.6665025,42.67,0.694890999,23.70051547,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2002,16.4,6.7,1.91,75.3,68.4,71.76585366,591.0743842,42.46,0.596512476,25.72047565,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2003,16.5,6.9,1.94,75.5,68.6,71.96585366,596.155665,42.25,0.360314151,26.50537294,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2004,15.8,7,1.87,75.63666667,68.77333333,72.12130081,602.3699507,42.04,0.53872946,28.91656514,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2005,15.6,6.9,1.87,75.77333333,68.94666667,72.27674797,607.5793103,41.83,0.360196313,29.27291787,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2006,15.1,7,1.82,75.91,69.12,72.43219512,612.4399015,41.621,0.295922622,29.47758486,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2007,14.1,7.3,1.7,75.91,69.12,72.43219512,617.0926108,41.412,0.253420979,29.37400022,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2008,13.5,6.7,1.66,76.11,69.2,72.57073171,620.8881773,41.203,0.107312375,29.57123747,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2009,12.9,7.1,1.58,76.11,69.2,72.57073171,624.908867,40.995,0.139314917,29.72200606,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2010,12,7.2,1.5,76.56,69.38,72.88243902,628.0945813,40.787,-0.00019229,30.57934973,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2011,11.7,7.1,1.47,76.65,69.46,72.96731707,630.9970443,40.579,-0.05020037,31.50344653,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2012,11.4,7.1,1.45,76.97,69.74,73.26682927,633.5226601,40.372,-0.111839286,30.33419439,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Sub-Saharan Africa,Mauritius,2013,11.4,7.1,1.43,77.29,70.02,73.56634146,636.0428571,40.164,-0.119677521,28.16328737,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
Europe & Central Asia,Romania,1980,18.6,9.8,2.49,71.75,66.68,69.15317073,95.90382912,45.358,2.206799205,6.652252853,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1981,17.9,10.4,2.43,71.78,66.53,69.09097561,96.56443952,46.07,2.243998707,7.223287808,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1982,17,10,2.36,72.17,66.7,69.36829268,97.31340193,46.781,2.30413271,7.547231462,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1983,15.3,10,2.17,72.4,66.8,69.53170732,97.74849787,47.495,1.960843806,7.734630229,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1984,14.2,10.4,2.06,72.61,66.98,69.72634146,98.06716159,48.21,1.819679245,7.925219042,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1985,15.5,10.3,2.26,72.65,66.81,69.65878049,98.35868716,48.926,1.771073803,8.333381945,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1986,15.8,10.8,2.31,72.78,66.78,69.70682927,98.79060085,49.641,1.888981104,8.572944512,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1987,16.5,10.6,2.39,72.59,66.55,69.49634146,99.24142138,50.357,1.887349474,9.052571023,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1988,16.7,11.1,2.38,72.3,66.3,69.22682927,99.6328471,51.073,1.805473961,9.385134671,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1989,16.5,11,2.3,72.41,66.51,69.38804878,100.1027264,51.79,1.864614123,9.703819543,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1990,16,10.7,2.22,72.65,66.56,69.53073171,100.9873905,52.504,1.818377889,10.01862581,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1991,13.6,10.6,1.83,73.05,66.59,69.74121951,101.1634402,53.217,1.523033365,10.12245326,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1992,12,10.9,1.59,73.17,66.56,69.78439024,100.2403687,53.93,0.46220477,10.469643,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1993,11.4,11.6,1.51,73.17,66.56,69.78439024,99.33881286,54.227,-0.354263911,11.05038952,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1994,11,11.6,1.43,73.2,66.1,69.56341463,99.20369563,54.074,-0.418652307,11.22369581,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1995,10.9,11.7,1.4,73.3,65.9,69.5097561,99.03799834,53.922,-0.426874,12.15465219,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1996,10.4,12,1.33,73.4,65.7,69.45609756,98.84644211,53.769,-0.48646335,12.92466501,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1997,10.2,12.7,1.3,73.1,65.3,69.10487805,98.54916347,53.616,-0.573086083,13.90220175,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1998,10.5,12.4,1.32,73,65.2,69.00487805,98.26156929,53.463,-0.573669083,14.95768775,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,1999,10.5,12,1.32,73.7,66.1,69.80731707,98.03277146,53.311,-0.491693133,15.92746881,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
Europe & Central Asia,Romania,2000,10.4,11.8,1.3,74.2,67,70.51219512,97.87473868,53.158,-0.444385278,16.63335548,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
